dt;weekday;holiday
2055-03-01;monday;Carnaval
2055-03-02;tuesday;Carnaval
2055-04-16;friday;Paixão de Cristo
2055-04-21;wednesday;Tiradentes
2055-05-01;saturday;Dia do Trabalho
2055-06-17;thursday;Corpus Christi
2055-09-07;tuesday;Independência do Brasil
2055-10-12;tuesday;Nossa Sr.a Aparecida - Padroeira do Brasil
2055-11-02;tuesday;Finados
2055-11-15;monday;Proclamação da República
2055-11-20;saturday;Dia Nacional de Zumbi e da Consciência Negra
2055-12-25;saturday;Natal
2056-01-01;saturday;Confraternização Universal
2056-02-14;monday;Carnaval
2056-02-15;tuesday;Carnaval
2056-03-31;friday;Paixão de Cristo
2056-04-21;friday;Tiradentes
2056-05-01;monday;Dia do Trabalho
2056-06-01;thursday;Corpus Christi
2056-09-07;thursday;Independência do Brasil
2056-10-12;thursday;Nossa Sr.a Aparecida - Padroeira do Brasil
2056-11-02;thursday;Finados
2056-11-15;wednesday;Proclamação da República
2056-11-20;monday;Dia Nacional de Zumbi e da Consciência Negra
2056-12-25;monday;Natal
2057-01-01;monday;Confraternização Universal
2057-03-05;monday;Carnaval
2057-03-06;tuesday;Carnaval
2057-04-20;friday;Paixão de Cristo
2057-04-21;saturday;Tiradentes
2057-05-01;tuesday;Dia do Trabalho
2057-06-21;thursday;Corpus Christi
2057-09-07;friday;Independência do Brasil
2057-10-12;friday;Nossa Sr.a Aparecida - Padroeira do Brasil
2057-11-02;friday;Finados
2057-11-15;thursday;Proclamação da República
2057-11-20;tuesday;Dia Nacional de Zumbi e da Consciência Negra
2057-12-25;tuesday;Natal
2058-01-01;tuesday;Confraternização Universal
2058-02-25;monday;Carnaval
2058-02-26;tuesday;Carnaval
2058-04-12;friday;Paixão de Cristo
2058-04-21;sunday;Tiradentes
2058-05-01;wednesday;Dia do Trabalho
2058-06-13;thursday;Corpus Christi
2058-09-07;saturday;Independência do Brasil
2058-10-12;saturday;Nossa Sr.a Aparecida - Padroeira do Brasil
2058-11-02;saturday;Finados
2058-11-15;friday;Proclamação da República
2058-11-20;wednesday;Dia Nacional de Zumbi e da Consciência Negra
2058-12-25;wednesday;Natal
2059-01-01;wednesday;Confraternização Universal
2059-02-10;monday;Carnaval
2059-02-11;tuesday;Carnaval
2059-03-28;friday;Paixão de Cristo
2059-04-21;monday;Tiradentes
2059-05-01;thursday;Dia do Trabalho
2059-05-29;thursday;Corpus Christi
2059-09-07;sunday;Independência do Brasil
2059-10-12;sunday;Nossa Sr.a Aparecida - Padroeira do Brasil
2059-11-02;sunday;Finados
2059-11-15;saturday;Proclamação da República
2059-11-20;thursday;Dia Nacional de Zumbi e da Consciência Negra
2059-12-25;thursday;Natal
2060-01-01;thursday;Confraternização Universal
2060-03-01;monday;Carnaval
2060-03-02;tuesday;Carnaval
2060-04-16;friday;Paixão de Cristo
2060-04-21;wednesday;Tiradentes
2060-05-01;saturday;Dia do Trabalho
2060-06-17;thursday;Corpus Christi
2060-09-07;tuesday;Independência do Brasil
2060-10-12;tuesday;Nossa Sr.a Aparecida - Padroeira do Brasil
2060-11-02;tuesday;Finados
2060-11-15;monday;Proclamação da República
2060-11-20;saturday;Dia Nacional de Zumbi e da Consciência Negra
2060-12-25;saturday;Natal
2061-01-01;saturday;Confraternização Universal
2061-02-21;monday;Carnaval
2061-02-22;tuesday;Carnaval
2061-04-08;friday;Paixão de Cristo
2061-04-21;thursday;Tiradentes
2061-05-01;sunday;Dia do Trabalho
2061-06-09;thursday;Corpus Christi
2061-09-07;wednesday;Independência do Brasil
2061-10-12;wednesday;Nossa Sr.a Aparecida - Padroeira do Brasil
2061-11-02;wednesday;Finados
2061-11-15;tuesday;Proclamação da República
2061-11-20;sunday;Dia Nacional de Zumbi e da Consciência Negra
2061-12-25;sunday;Natal
2062-01-01;sunday;Confraternização Universal
2062-02-06;monday;Carnaval
2062-02-07;tuesday;Carnaval
2062-03-24;friday;Paixão de Cristo
2062-04-21;friday;Tiradentes
2062-05-01;monday;Dia do Trabalho
2062-05-25;thursday;Corpus Christi
2062-09-07;thursday;Independência do Brasil
2062-10-12;thursday;Nossa Sr.a Aparecida - Padroeira do Brasil
2062-11-02;thursday;Finados
2062-11-15;wednesday;Proclamação da República
2062-11-20;monday;Dia Nacional de Zumbi e da Consciência Negra
2062-12-25;monday;Natal
2063-01-01;monday;Confraternização Universal
2063-02-26;monday;Carnaval
2063-02-27;tuesday;Carnaval
2063-04-13;friday;Paixão de Cristo
2063-04-21;saturday;Tiradentes
2063-05-01;tuesday;Dia do Trabalho
2063-06-14;thursday;Corpus Christi
2063-09-07;friday;Independência do Brasil
2063-10-12;friday;Nossa Sr.a Aparecida - Padroeira do Brasil
2063-11-02;friday;Finados
2063-11-15;thursday;Proclamação da República
2063-11-20;tuesday;Dia Nacional de Zumbi e da Consciência Negra
2063-12-25;tuesday;Natal
2064-01-01;tuesday;Confraternização Universal
2064-02-18;monday;Carnaval
2064-02-19;tuesday;Carnaval
2064-04-04;friday;Paixão de Cristo
2064-04-21;monday;Tiradentes
2064-05-01;thursday;Dia do Trabalho
2064-06-05;thursday;Corpus Christi
2064-09-07;sunday;Independência do Brasil
2064-10-12;sunday;Nossa Sr.a Aparecida - Padroeira do Brasil
2064-11-02;sunday;Finados
2064-11-15;saturday;Proclamação da República
2064-11-20;thursday;Dia Nacional de Zumbi e da Consciência Negra
2064-12-25;thursday;Natal
2065-01-01;thursday;Confraternização Universal
2065-02-09;monday;Carnaval
2065-02-10;tuesday;Carnaval
2065-03-27;friday;Paixão de Cristo
2065-04-21;tuesday;Tiradentes
2065-05-01;friday;Dia do Trabalho
2065-05-28;thursday;Corpus Christi
2065-09-07;monday;Independência do Brasil
2065-10-12;monday;Nossa Sr.a Aparecida - Padroeira do Brasil
2065-11-02;monday;Finados
2065-11-15;sunday;Proclamação da República
2065-11-20;friday;Dia Nacional de Zumbi e da Consciência Negra
2065-12-25;friday;Natal
2066-01-01;friday;Confraternização Universal
2066-02-22;monday;Carnaval
2066-02-23;tuesday;Carnaval
2066-04-09;friday;Paixão de Cristo
2066-04-21;wednesday;Tiradentes
2066-05-01;saturday;Dia do Trabalho
2066-06-10;thursday;Corpus Christi
2066-09-07;tuesday;Independência do Brasil
2066-10-12;tuesday;Nossa Sr.a Aparecida - Padroeira do Brasil
2066-11-02;tuesday;Finados
2066-11-15;monday;Proclamação da República
2066-11-20;saturday;Dia Nacional de Zumbi e da Consciência Negra
2066-12-25;saturday;Natal
2067-01-01;saturday;Confraternização Universal
2067-02-14;monday;Carnaval
2067-02-15;tuesday;Carnaval
2067-04-01;friday;Paixão de Cristo
2067-04-21;thursday;Tiradentes
2067-05-01;sunday;Dia do Trabalho
2067-06-02;thursday;Corpus Christi
2067-09-07;wednesday;Independência do Brasil
2067-10-12;wednesday;Nossa Sr.a Aparecida - Padroeira do Brasil
2067-11-02;wednesday;Finados
2067-11-15;tuesday;Proclamação da República
2067-11-20;sunday;Dia Nacional de Zumbi e da Consciência Negra
2067-12-25;sunday;Natal
2068-01-01;sunday;Confraternização Universal
2068-03-05;monday;Carnaval
2068-03-06;tuesday;Carnaval
2068-04-20;friday;Paixão de Cristo
2068-04-21;saturday;Tiradentes
2068-05-01;tuesday;Dia do Trabalho
2068-06-21;thursday;Corpus Christi
2068-09-07;friday;Independência do Brasil
2068-10-12;friday;Nossa Sr.a Aparecida - Padroeira do Brasil
2068-11-02;friday;Finados
2068-11-15;thursday;Proclamação da República
2068-11-20;tuesday;Dia Nacional de Zumbi e da Consciência Negra
2068-12-25;tuesday;Natal
2069-01-01;tuesday;Confraternização Universal
2069-02-25;monday;Carnaval
2069-02-26;tuesday;Carnaval
2069-04-12;friday;Paixão de Cristo
2069-04-21;sunday;Tiradentes
2069-05-01;wednesday;Dia do Trabalho
2069-06-13;thursday;Corpus Christi
2069-09-07;saturday;Independência do Brasil
2069-10-12;saturday;Nossa Sr.a Aparecida - Padroeira do Brasil
2069-11-02;saturday;Finados
2069-11-15;friday;Proclamação da República
2069-11-20;wednesday;Dia Nacional de Zumbi e da Consciência Negra
2069-12-25;wednesday;Natal
2070-01-01;wednesday;Confraternização Universal
2070-02-10;monday;Carnaval
2070-02-11;tuesday;Carnaval
2070-03-28;friday;Paixão de Cristo
2070-04-21;monday;Tiradentes
2070-05-01;thursday;Dia do Trabalho
2070-05-29;thursday;Corpus Christi
2070-09-07;sunday;Independência do Brasil
2070-10-12;sunday;Nossa Sr.a Aparecida - Padroeira do Brasil
2070-11-02;sunday;Finados
2070-11-15;saturday;Proclamação da República
2070-11-20;thursday;Dia Nacional de Zumbi e da Consciência Negra
2070-12-25;thursday;Natal
2071-01-01;thursday;Confraternização Universal
2071-03-02;monday;Carnaval
2071-03-03;tuesday;Carnaval
2071-04-17;friday;Paixão de Cristo
2071-04-21;tuesday;Tiradentes
2071-05-01;friday;Dia do Trabalho
2071-06-18;thursday;Corpus Christi
2071-09-07;monday;Independência do Brasil
2071-10-12;monday;Nossa Sr.a Aparecida - Padroeira do Brasil
2071-11-02;monday;Finados
2071-11-15;sunday;Proclamação da República
2071-11-20;friday;Dia Nacional de Zumbi e da Consciência Negra
2071-12-25;friday;Natal
2072-01-01;friday;Confraternização Universal
2072-02-22;monday;Carnaval
2072-02-23;tuesday;Carnaval
2072-04-08;friday;Paixão de Cristo
2072-04-21;thursday;Tiradentes
2072-05-01;sunday;Dia do Trabalho
2072-06-09;thursday;Corpus Christi
2072-09-07;wednesday;Independência do Brasil
2072-10-12;wednesday;Nossa Sr.a Aparecida - Padroeira do Brasil
2072-11-02;wednesday;Finados
2072-11-15;tuesday;Proclamação da República
2072-11-20;sunday;Dia Nacional de Zumbi e da Consciência Negra
2072-12-25;sunday;Natal
2073-01-01;sunday;Confraternização Universal
2073-02-06;monday;Carnaval
2073-02-07;tuesday;Carnaval
2073-03-24;friday;Paixão de Cristo
2073-04-21;friday;Tiradentes
2073-05-01;monday;Dia do Trabalho
2073-05-25;thursday;Corpus Christi
2073-09-07;thursday;Independência do Brasil
2073-10-12;thursday;Nossa Sr.a Aparecida - Padroeira do Brasil
2073-11-02;thursday;Finados
2073-11-15;wednesday;Proclamação da República
2073-11-20;monday;Dia Nacional de Zumbi e da Consciência Negra
2073-12-25;monday;Natal
2074-01-01;monday;Confraternização Universal
2074-02-26;monday;Carnaval
2074-02-27;tuesday;Carnaval
2074-04-13;friday;Paixão de Cristo
2074-04-21;saturday;Tiradentes
2074-05-01;tuesday;Dia do Trabalho
2074-06-14;thursday;Corpus Christi
2074-09-07;friday;Independência do Brasil
2074-10-12;friday;Nossa Sr.a Aparecida - Padroeira do Brasil
2074-11-02;friday;Finados
2074-11-15;thursday;Proclamação da República
2074-11-20;tuesday;Dia Nacional de Zumbi e da Consciência Negra
2074-12-25;tuesday;Natal
2075-01-01;tuesday;Confraternização Universal
2075-02-18;monday;Carnaval
2075-02-19;tuesday;Carnaval
2075-04-05;friday;Paixão de Cristo
2075-04-21;sunday;Tiradentes
2075-05-01;wednesday;Dia do Trabalho
2075-06-06;thursday;Corpus Christi
2075-09-07;saturday;Independência do Brasil
2075-10-12;saturday;Nossa Sr.a Aparecida - Padroeira do Brasil
2075-11-02;saturday;Finados
2075-11-15;friday;Proclamação da República
2075-11-20;wednesday;Dia Nacional de Zumbi e da Consciência Negra
2075-12-25;wednesday;Natal
2076-01-01;wednesday;Confraternização Universal
2076-03-02;monday;Carnaval
2076-03-03;tuesday;Carnaval
2076-04-17;friday;Paixão de Cristo
2076-04-21;tuesday;Tiradentes
2076-05-01;friday;Dia do Trabalho
2076-06-18;thursday;Corpus Christi
2076-09-07;monday;Independência do Brasil
2076-10-12;monday;Nossa Sr.a Aparecida - Padroeira do Brasil
2076-11-02;monday;Finados
2076-11-15;sunday;Proclamação da República
2076-11-20;friday;Dia Nacional de Zumbi e da Consciência Negra
2076-12-25;friday;Natal
2077-01-01;friday;Confraternização Universal
2077-02-22;monday;Carnaval
2077-02-23;tuesday;Carnaval
2077-04-09;friday;Paixão de Cristo
2077-04-21;wednesday;Tiradentes
2077-05-01;saturday;Dia do Trabalho
2077-06-10;thursday;Corpus Christi
2077-09-07;tuesday;Independência do Brasil
2077-10-12;tuesday;Nossa Sr.a Aparecida - Padroeira do Brasil
2077-11-02;tuesday;Finados
2077-11-15;monday;Proclamação da República
2077-11-20;saturday;Dia Nacional de Zumbi e da Consciência Negra
2077-12-25;saturday;Natal
2078-01-01;saturday;Confraternização Universal
2078-02-14;monday;Carnaval
2078-02-15;tuesday;Carnaval
2078-04-01;friday;Paixão de Cristo
2078-04-21;thursday;Tiradentes
2078-05-01;sunday;Dia do Trabalho
2078-06-02;thursday;Corpus Christi
2078-09-07;wednesday;Independência do Brasil
2078-10-12;wednesday;Nossa Sr.a Aparecida - Padroeira do Brasil
2078-11-02;wednesday;Finados
2078-11-15;tuesday;Proclamação da República
2078-11-20;sunday;Dia Nacional de Zumbi e da Consciência Negra
2078-12-25;sunday;Natal
2079-01-01;sunday;Confraternização Universal
2079-03-06;monday;Carnaval
2079-03-07;tuesday;Carnaval
2079-04-21;friday;Paixão de Cristo
2079-04-21;friday;Tiradentes
2079-05-01;monday;Dia do Trabalho
2079-06-22;thursday;Corpus Christi
2079-09-07;thursday;Independência do Brasil
2079-10-12;thursday;Nossa Sr.a Aparecida - Padroeira do Brasil
2079-11-02;thursday;Finados
2079-11-15;wednesday;Proclamação da República
2079-11-20;monday;Dia Nacional de Zumbi e da Consciência Negra
2079-12-25;monday;Natal
2080-01-01;monday;Confraternização Universal
2080-02-19;monday;Carnaval
2080-02-20;tuesday;Carnaval
2080-04-05;friday;Paixão de Cristo
2080-04-21;sunday;Tiradentes
2080-05-01;wednesday;Dia do Trabalho
2080-06-06;thursday;Corpus Christi
2080-09-07;saturday;Independência do Brasil
2080-10-12;saturday;Nossa Sr.a Aparecida - Padroeira do Brasil
2080-11-02;saturday;Finados
2080-11-15;friday;Proclamação da República
2080-11-20;wednesday;Dia Nacional de Zumbi e da Consciência Negra
2080-12-25;wednesday;Natal
2081-01-01;wednesday;Confraternização Universal
2081-02-10;monday;Carnaval
2081-02-11;tuesday;Carnaval
2081-03-28;friday;Paixão de Cristo
2081-04-21;monday;Tiradentes
2081-05-01;thursday;Dia do Trabalho
2081-05-29;thursday;Corpus Christi
2081-09-07;sunday;Independência do Brasil
2081-10-12;sunday;Nossa Sr.a Aparecida - Padroeira do Brasil
2081-11-02;sunday;Finados
2081-11-15;saturday;Proclamação da República
2081-11-20;thursday;Dia Nacional de Zumbi e da Consciência Negra
2081-12-25;thursday;Natal
2082-01-01;thursday;Confraternização Universal
2082-03-02;monday;Carnaval
2082-03-03;tuesday;Carnaval
2082-04-17;friday;Paixão de Cristo
2082-04-21;tuesday;Tiradentes
2082-05-01;friday;Dia do Trabalho
2082-06-18;thursday;Corpus Christi
2082-09-07;monday;Independência do Brasil
2082-10-12;monday;Nossa Sr.a Aparecida - Padroeira do Brasil
2082-11-02;monday;Finados
2082-11-15;sunday;Proclamação da República
2082-11-20;friday;Dia Nacional de Zumbi e da Consciência Negra
2082-12-25;friday;Natal
2083-01-01;friday;Confraternização Universal
2083-02-15;monday;Carnaval
2083-02-16;tuesday;Carnaval
2083-04-02;friday;Paixão de Cristo
2083-04-21;wednesday;Tiradentes
2083-05-01;saturday;Dia do Trabalho
2083-06-03;thursday;Corpus Christi
2083-09-07;tuesday;Independência do Brasil
2083-10-12;tuesday;Nossa Sr.a Aparecida - Padroeira do Brasil
2083-11-02;tuesday;Finados
2083-11-15;monday;Proclamação da República
2083-11-20;saturday;Dia Nacional de Zumbi e da Consciência Negra
2083-12-25;saturday;Natal
2084-01-01;saturday;Confraternização Universal
2084-02-07;monday;Carnaval
2084-02-08;tuesday;Carnaval
2084-03-24;friday;Paixão de Cristo
2084-04-21;friday;Tiradentes
2084-05-01;monday;Dia do Trabalho
2084-05-25;thursday;Corpus Christi
2084-09-07;thursday;Independência do Brasil
2084-10-12;thursday;Nossa Sr.a Aparecida - Padroeira do Brasil
2084-11-02;thursday;Finados
2084-11-15;wednesday;Proclamação da República
2084-11-20;monday;Dia Nacional de Zumbi e da Consciência Negra
2084-12-25;monday;Natal
2085-01-01;monday;Confraternização Universal
2085-02-26;monday;Carnaval
2085-02-27;tuesday;Carnaval
2085-04-13;friday;Paixão de Cristo
2085-04-21;saturday;Tiradentes
2085-05-01;tuesday;Dia do Trabalho
2085-06-14;thursday;Corpus Christi
2085-09-07;friday;Independência do Brasil
2085-10-12;friday;Nossa Sr.a Aparecida - Padroeira do Brasil
2085-11-02;friday;Finados
2085-11-15;thursday;Proclamação da República
2085-11-20;tuesday;Dia Nacional de Zumbi e da Consciência Negra
2085-12-25;tuesday;Natal
2086-01-01;tuesday;Confraternização Universal
2086-02-11;monday;Carnaval
2086-02-12;tuesday;Carnaval
2086-03-29;friday;Paixão de Cristo
2086-04-21;sunday;Tiradentes
2086-05-01;wednesday;Dia do Trabalho
2086-05-30;thursday;Corpus Christi
2086-09-07;saturday;Independência do Brasil
2086-10-12;saturday;Nossa Sr.a Aparecida - Padroeira do Brasil
2086-11-02;saturday;Finados
2086-11-15;friday;Proclamação da República
2086-11-20;wednesday;Dia Nacional de Zumbi e da Consciência Negra
2086-12-25;wednesday;Natal
2087-01-01;wednesday;Confraternização Universal
2087-03-03;monday;Carnaval
2087-03-04;tuesday;Carnaval
2087-04-18;friday;Paixão de Cristo
2087-04-21;monday;Tiradentes
2087-05-01;thursday;Dia do Trabalho
2087-06-19;thursday;Corpus Christi
2087-09-07;sunday;Independência do Brasil
2087-10-12;sunday;Nossa Sr.a Aparecida - Padroeira do Brasil
2087-11-02;sunday;Finados
2087-11-15;saturday;Proclamação da República
2087-11-20;thursday;Dia Nacional de Zumbi e da Consciência Negra
2087-12-25;thursday;Natal
2088-01-01;thursday;Confraternização Universal
2088-02-23;monday;Carnaval
2088-02-24;tuesday;Carnaval
2088-04-09;friday;Paixão de Cristo
2088-04-21;wednesday;Tiradentes
2088-05-01;saturday;Dia do Trabalho
2088-06-10;thursday;Corpus Christi
2088-09-07;tuesday;Independência do Brasil
2088-10-12;tuesday;Nossa Sr.a Aparecida - Padroeira do Brasil
2088-11-02;tuesday;Finados
2088-11-15;monday;Proclamação da República
2088-11-20;saturday;Dia Nacional de Zumbi e da Consciência Negra
2088-12-25;saturday;Natal
2089-01-01;saturday;Confraternização Universal
2089-02-14;monday;Carnaval
2089-02-15;tuesday;Carnaval
2089-04-01;friday;Paixão de Cristo
2089-04-21;thursday;Tiradentes
2089-05-01;sunday;Dia do Trabalho
2089-06-02;thursday;Corpus Christi
2089-09-07;wednesday;Independência do Brasil
2089-10-12;wednesday;Nossa Sr.a Aparecida - Padroeira do Brasil
2089-11-02;wednesday;Finados
2089-11-15;tuesday;Proclamação da República
2089-11-20;sunday;Dia Nacional de Zumbi e da Consciência Negra
2089-12-25;sunday;Natal
2090-01-01;sunday;Confraternização Universal
2090-02-27;monday;Carnaval
2090-02-28;tuesday;Carnaval
2090-04-14;friday;Paixão de Cristo
2090-04-21;friday;Tiradentes
2090-05-01;monday;Dia do Trabalho
2090-06-15;thursday;Corpus Christi
2090-09-07;thursday;Independência do Brasil
2090-10-12;thursday;Nossa Sr.a Aparecida - Padroeira do Brasil
2090-11-02;thursday;Finados
2090-11-15;wednesday;Proclamação da República
2090-11-20;monday;Dia Nacional de Zumbi e da Consciência Negra
2090-12-25;monday;Natal
2091-01-01;monday;Confraternização Universal
2091-02-19;monday;Carnaval
2091-02-20;tuesday;Carnaval
2091-04-06;friday;Paixão de Cristo
2091-04-21;saturday;Tiradentes
2091-05-01;tuesday;Dia do Trabalho
2091-06-07;thursday;Corpus Christi
2091-09-07;friday;Independência do Brasil
2091-10-12;friday;Nossa Sr.a Aparecida - Padroeira do Brasil
2091-11-02;friday;Finados
2091-11-15;thursday;Proclamação da República
2091-11-20;tuesday;Dia Nacional de Zumbi e da Consciência Negra
2091-12-25;tuesday;Natal
2092-01-01;tuesday;Confraternização Universal
2092-02-11;monday;Carnaval
2092-02-12;tuesday;Carnaval
2092-03-28;friday;Paixão de Cristo
2092-04-21;monday;Tiradentes
2092-05-01;thursday;Dia do Trabalho
2092-05-29;thursday;Corpus Christi
2092-09-07;sunday;Independência do Brasil
2092-10-12;sunday;Nossa Sr.a Aparecida - Padroeira do Brasil
2092-11-02;sunday;Finados
2092-11-15;saturday;Proclamação da República
2092-11-20;thursday;Dia Nacional de Zumbi e da Consciência Negra
2092-12-25;thursday;Natal
2093-01-01;thursday;Confraternização Universal
2093-02-23;monday;Carnaval
2093-02-24;tuesday;Carnaval
2093-04-10;friday;Paixão de Cristo
2093-04-21;tuesday;Tiradentes
2093-05-01;friday;Dia do Trabalho
2093-06-11;thursday;Corpus Christi
2093-09-07;monday;Independência do Brasil
2093-10-12;monday;Nossa Sr.a Aparecida - Padroeira do Brasil
2093-11-02;monday;Finados
2093-11-15;sunday;Proclamação da República
2093-11-20;friday;Dia Nacional de Zumbi e da Consciência Negra
2093-12-25;friday;Natal
2094-01-01;friday;Confraternização Universal
2094-02-15;monday;Carnaval
2094-02-16;tuesday;Carnaval
2094-04-02;friday;Paixão de Cristo
2094-04-21;wednesday;Tiradentes
2094-05-01;saturday;Dia do Trabalho
2094-06-03;thursday;Corpus Christi
2094-09-07;tuesday;Independência do Brasil
2094-10-12;tuesday;Nossa Sr.a Aparecida - Padroeira do Brasil
2094-11-02;tuesday;Finados
2094-11-15;monday;Proclamação da República
2094-11-20;saturday;Dia Nacional de Zumbi e da Consciência Negra
2094-12-25;saturday;Natal
2095-01-01;saturday;Confraternização Universal
2095-03-07;monday;Carnaval
2095-03-08;tuesday;Carnaval
2095-04-21;thursday;Tiradentes
2095-04-22;friday;Paixão de Cristo
2095-05-01;sunday;Dia do Trabalho
2095-06-23;thursday;Corpus Christi
2095-09-07;wednesday;Independência do Brasil
2095-10-12;wednesday;Nossa Sr.a Aparecida - Padroeira do Brasil
2095-11-02;wednesday;Finados
2095-11-15;tuesday;Proclamação da República
2095-11-20;sunday;Dia Nacional de Zumbi e da Consciência Negra
2095-12-25;sunday;Natal
2096-01-01;sunday;Confraternização Universal
2096-02-27;monday;Carnaval
2096-02-28;tuesday;Carnaval
2096-04-13;friday;Paixão de Cristo
2096-04-21;saturday;Tiradentes
2096-05-01;tuesday;Dia do Trabalho
2096-06-14;thursday;Corpus Christi
2096-09-07;friday;Independência do Brasil
2096-10-12;friday;Nossa Sr.a Aparecida - Padroeira do Brasil
2096-11-02;friday;Finados
2096-11-15;thursday;Proclamação da República
2096-11-20;tuesday;Dia Nacional de Zumbi e da Consciência Negra
2096-12-25;tuesday;Natal
2097-01-01;tuesday;Confraternização Universal
2097-02-11;monday;Carnaval
2097-02-12;tuesday;Carnaval
2097-03-29;friday;Paixão de Cristo
2097-04-21;sunday;Tiradentes
2097-05-01;wednesday;Dia do Trabalho
2097-05-30;thursday;Corpus Christi
2097-09-07;saturday;Independência do Brasil
2097-10-12;saturday;Nossa Sr.a Aparecida - Padroeira do Brasil
2097-11-02;saturday;Finados
2097-11-15;friday;Proclamação da República
2097-11-20;wednesday;Dia Nacional de Zumbi e da Consciência Negra
2097-12-25;wednesday;Natal
2098-01-01;wednesday;Confraternização Universal
2098-03-03;monday;Carnaval
2098-03-04;tuesday;Carnaval
2098-04-18;friday;Paixão de Cristo
2098-04-21;monday;Tiradentes
2098-05-01;thursday;Dia do Trabalho
2098-06-19;thursday;Corpus Christi
2098-09-07;sunday;Independência do Brasil
2098-10-12;sunday;Nossa Sr.a Aparecida - Padroeira do Brasil
2098-11-02;sunday;Finados
2098-11-15;saturday;Proclamação da República
2098-11-20;thursday;Dia Nacional de Zumbi e da Consciência Negra
2098-12-25;thursday;Natal
2099-01-01;thursday;Confraternização Universal 
2099-02-23;monday;Carnaval
2099-02-24;tuesday;Carnaval
2099-04-10;friday;Paixão de Cristo
2099-04-21;tuesday;Tiradentes
2099-05-01;friday;Dia do Trabalho
2099-06-11;thursday;Corpus Christi
2099-09-07;monday;Independência do Brasil
2099-10-12;monday;Nossa Sr.a Aparecida - Padroeira do Brasil
2099-11-02;monday;Finados
2099-11-15;sunday;Proclamação da República
2099-11-20;friday;Dia Nacional de Zumbi e da Consciência Negra
