dt;weekday;holiday
2864764800;tuesday;Nossa Sr.a Aparecida - Padroeira do Brasil
2866579200;tuesday;Finados
2867702400;monday;Proclamação da República
2868134400;saturday;Dia Nacional de Zumbi e da Consciência Negra
2871158400;saturday;Natal
2871763200;saturday;Confraternização Universal
2876169600;monday;Carnaval
2876256000;tuesday;Carnaval
2880144000;friday;Paixão de Cristo
2881267200;thursday;Tiradentes
2882131200;sunday;Dia do Trabalho
2885500800;thursday;Corpus Christi
2893276800;wednesday;Independência do Brasil
2896300800;wednesday;Nossa Sr.a Aparecida - Padroeira do Brasil
2898115200;wednesday;Finados
2899238400;tuesday;Proclamação da República
2899670400;sunday;Dia Nacional de Zumbi e da Consciência Negra
2902694400;sunday;Natal
2903299200;sunday;Confraternização Universal
2906409600;monday;Carnaval
2906496000;tuesday;Carnaval
2910384000;friday;Paixão de Cristo
2912803200;friday;Tiradentes
2913667200;monday;Dia do Trabalho
2915740800;thursday;Corpus Christi
2924812800;thursday;Independência do Brasil
2927836800;thursday;Nossa Sr.a Aparecida - Padroeira do Brasil
2929651200;thursday;Finados
2930774400;wednesday;Proclamação da República
2931206400;monday;Dia Nacional de Zumbi e da Consciência Negra
2934230400;monday;Natal
2934835200;monday;Confraternização Universal
2939673600;monday;Carnaval
2939760000;tuesday;Carnaval
2943648000;friday;Paixão de Cristo
2944339200;saturday;Tiradentes
2945203200;tuesday;Dia do Trabalho
2949004800;thursday;Corpus Christi
2956348800;friday;Independência do Brasil
2959372800;friday;Nossa Sr.a Aparecida - Padroeira do Brasil
2961187200;friday;Finados
2962310400;thursday;Proclamação da República
2962742400;tuesday;Dia Nacional de Zumbi e da Consciência Negra
2965766400;tuesday;Natal
2966371200;tuesday;Confraternização Universal
2970518400;monday;Carnaval
2970604800;tuesday;Carnaval
2974492800;friday;Paixão de Cristo
2975961600;monday;Tiradentes
2976825600;thursday;Dia do Trabalho
2979849600;thursday;Corpus Christi
2987971200;sunday;Independência do Brasil
2990995200;sunday;Nossa Sr.a Aparecida - Padroeira do Brasil
2992809600;sunday;Finados
2993932800;saturday;Proclamação da República
2994364800;thursday;Dia Nacional de Zumbi e da Consciência Negra
2997388800;thursday;Natal
2997993600;thursday;Confraternização Universal
3001363200;monday;Carnaval
3001449600;tuesday;Carnaval
3005337600;friday;Paixão de Cristo
3007497600;tuesday;Tiradentes
3008361600;friday;Dia do Trabalho
3010694400;thursday;Corpus Christi
3019507200;monday;Independência do Brasil
3022531200;monday;Nossa Sr.a Aparecida - Padroeira do Brasil
3024345600;monday;Finados
3025468800;sunday;Proclamação da República
3025900800;friday;Dia Nacional de Zumbi e da Consciência Negra
3028924800;friday;Natal
3029529600;friday;Confraternização Universal
3034022400;monday;Carnaval
3034108800;tuesday;Carnaval
3037996800;friday;Paixão de Cristo
3039033600;wednesday;Tiradentes
3039897600;saturday;Dia do Trabalho
3043353600;thursday;Corpus Christi
3051043200;tuesday;Independência do Brasil
3054067200;tuesday;Nossa Sr.a Aparecida - Padroeira do Brasil
3055881600;tuesday;Finados
3057004800;monday;Proclamação da República
3057436800;saturday;Dia Nacional de Zumbi e da Consciência Negra
3060460800;saturday;Natal
3061065600;saturday;Confraternização Universal
3064867200;monday;Carnaval
3064953600;tuesday;Carnaval
3068841600;friday;Paixão de Cristo
3070569600;thursday;Tiradentes
3071433600;sunday;Dia do Trabalho
3074198400;thursday;Corpus Christi
3082579200;wednesday;Independência do Brasil
3085603200;wednesday;Nossa Sr.a Aparecida - Padroeira do Brasil
3087417600;wednesday;Finados
3088540800;tuesday;Proclamação da República
3088972800;sunday;Dia Nacional de Zumbi e da Consciência Negra
3091996800;sunday;Natal
3092601600;sunday;Confraternização Universal
3098131200;monday;Carnaval
3098217600;tuesday;Carnaval
3102105600;friday;Paixão de Cristo
3102192000;saturday;Tiradentes
3103056000;tuesday;Dia do Trabalho
3107462400;thursday;Corpus Christi
3114201600;friday;Independência do Brasil
3117225600;friday;Nossa Sr.a Aparecida - Padroeira do Brasil
3119040000;friday;Finados
3120163200;thursday;Proclamação da República
3120595200;tuesday;Dia Nacional de Zumbi e da Consciência Negra
3123619200;tuesday;Natal
3124224000;tuesday;Confraternização Universal
3128976000;monday;Carnaval
3129062400;tuesday;Carnaval
3132950400;friday;Paixão de Cristo
3133728000;sunday;Tiradentes
3134592000;wednesday;Dia do Trabalho
3138307200;thursday;Corpus Christi
3145737600;saturday;Independência do Brasil
3148761600;saturday;Nossa Sr.a Aparecida - Padroeira do Brasil
3150576000;saturday;Finados
3151699200;friday;Proclamação da República
3152131200;wednesday;Dia Nacional de Zumbi e da Consciência Negra
3155155200;wednesday;Natal
3155760000;wednesday;Confraternização Universal
3159216000;monday;Carnaval
3159302400;tuesday;Carnaval
3163190400;friday;Paixão de Cristo
3165264000;monday;Tiradentes
3166128000;thursday;Dia do Trabalho
3168547200;thursday;Corpus Christi
3177273600;sunday;Independência do Brasil
3180297600;sunday;Nossa Sr.a Aparecida - Padroeira do Brasil
3182112000;sunday;Finados
3183235200;saturday;Proclamação da República
3183667200;thursday;Dia Nacional de Zumbi e da Consciência Negra
3186691200;thursday;Natal
3187296000;thursday;Confraternização Universal
3192480000;monday;Carnaval
3192566400;tuesday;Carnaval
3196454400;friday;Paixão de Cristo
3196800000;tuesday;Tiradentes
3197664000;friday;Dia do Trabalho
3201811200;thursday;Corpus Christi
3208809600;monday;Independência do Brasil
3211833600;monday;Nossa Sr.a Aparecida - Padroeira do Brasil
3213648000;monday;Finados
3214771200;sunday;Proclamação da República
3215203200;friday;Dia Nacional de Zumbi e da Consciência Negra
3218227200;friday;Natal
3218832000;friday;Confraternização Universal
3223324800;monday;Carnaval
3223411200;tuesday;Carnaval
3227299200;friday;Paixão de Cristo
3228422400;thursday;Tiradentes
3229286400;sunday;Dia do Trabalho
3232656000;thursday;Corpus Christi
3240432000;wednesday;Independência do Brasil
3243456000;wednesday;Nossa Sr.a Aparecida - Padroeira do Brasil
3245270400;wednesday;Finados
3246393600;tuesday;Proclamação da República
3246825600;sunday;Dia Nacional de Zumbi e da Consciência Negra
3249849600;sunday;Natal
3250454400;sunday;Confraternização Universal
3253564800;monday;Carnaval
3253651200;tuesday;Carnaval
3257539200;friday;Paixão de Cristo
3259958400;friday;Tiradentes
3260822400;monday;Dia do Trabalho
3262896000;thursday;Corpus Christi
3271968000;thursday;Independência do Brasil
3274992000;thursday;Nossa Sr.a Aparecida - Padroeira do Brasil
3276806400;thursday;Finados
3277929600;wednesday;Proclamação da República
3278361600;monday;Dia Nacional de Zumbi e da Consciência Negra
3281385600;monday;Natal
3281990400;monday;Confraternização Universal
3286828800;monday;Carnaval
3286915200;tuesday;Carnaval
3290803200;friday;Paixão de Cristo
3291494400;saturday;Tiradentes
3292358400;tuesday;Dia do Trabalho
3296160000;thursday;Corpus Christi
3303504000;friday;Independência do Brasil
3306528000;friday;Nossa Sr.a Aparecida - Padroeira do Brasil
3308342400;friday;Finados
3309465600;thursday;Proclamação da República
3309897600;tuesday;Dia Nacional de Zumbi e da Consciência Negra
3312921600;tuesday;Natal
3313526400;tuesday;Confraternização Universal
3317673600;monday;Carnaval
3317760000;tuesday;Carnaval
3321648000;friday;Paixão de Cristo
3323030400;sunday;Tiradentes
3323894400;wednesday;Dia do Trabalho
3327004800;thursday;Corpus Christi
3335040000;saturday;Independência do Brasil
3338064000;saturday;Nossa Sr.a Aparecida - Padroeira do Brasil
3339878400;saturday;Finados
3341001600;friday;Proclamação da República
3341433600;wednesday;Dia Nacional de Zumbi e da Consciência Negra
3344457600;wednesday;Natal
3345062400;wednesday;Confraternização Universal
3350332800;monday;Carnaval
3350419200;tuesday;Carnaval
3354307200;friday;Paixão de Cristo
3354652800;tuesday;Tiradentes
3355516800;friday;Dia do Trabalho
3359664000;thursday;Corpus Christi
3366662400;monday;Independência do Brasil
3369686400;monday;Nossa Sr.a Aparecida - Padroeira do Brasil
3371500800;monday;Finados
3372624000;sunday;Proclamação da República
3373056000;friday;Dia Nacional de Zumbi e da Consciência Negra
3376080000;friday;Natal
3376684800;friday;Confraternização Universal
3381177600;monday;Carnaval
3381264000;tuesday;Carnaval
3385152000;friday;Paixão de Cristo
3386188800;wednesday;Tiradentes
3387052800;saturday;Dia do Trabalho
3390508800;thursday;Corpus Christi
3398198400;tuesday;Independência do Brasil
3401222400;tuesday;Nossa Sr.a Aparecida - Padroeira do Brasil
3403036800;tuesday;Finados
3404160000;monday;Proclamação da República
3404592000;saturday;Dia Nacional de Zumbi e da Consciência Negra
3407616000;saturday;Natal
3408220800;saturday;Confraternização Universal
3412022400;monday;Carnaval
3412108800;tuesday;Carnaval
3415996800;friday;Paixão de Cristo
3417724800;thursday;Tiradentes
3418588800;sunday;Dia do Trabalho
3421353600;thursday;Corpus Christi
3429734400;wednesday;Independência do Brasil
3432758400;wednesday;Nossa Sr.a Aparecida - Padroeira do Brasil
3434572800;wednesday;Finados
3435696000;tuesday;Proclamação da República
3436128000;sunday;Dia Nacional de Zumbi e da Consciência Negra
3439152000;sunday;Natal
3439756800;sunday;Confraternização Universal
3445286400;monday;Carnaval
3445372800;tuesday;Carnaval
3449260800;friday;Paixão de Cristo
3449260800;friday;Tiradentes
3450124800;monday;Dia do Trabalho
3454617600;thursday;Corpus Christi
3461270400;thursday;Independência do Brasil
3464294400;thursday;Nossa Sr.a Aparecida - Padroeira do Brasil
3466108800;thursday;Finados
3467232000;wednesday;Proclamação da República
3467664000;monday;Dia Nacional de Zumbi e da Consciência Negra
3470688000;monday;Natal
3471292800;monday;Confraternização Universal
3475526400;monday;Carnaval
3475612800;tuesday;Carnaval
3479500800;friday;Paixão de Cristo
3480883200;sunday;Tiradentes
3481747200;wednesday;Dia do Trabalho
3484857600;thursday;Corpus Christi
3492892800;saturday;Independência do Brasil
3495916800;saturday;Nossa Sr.a Aparecida - Padroeira do Brasil
3497731200;saturday;Finados
3498854400;friday;Proclamação da República
3499286400;wednesday;Dia Nacional de Zumbi e da Consciência Negra
3502310400;wednesday;Natal
3502915200;wednesday;Confraternização Universal
3506371200;monday;Carnaval
3506457600;tuesday;Carnaval
3510345600;friday;Paixão de Cristo
3512419200;monday;Tiradentes
3513283200;thursday;Dia do Trabalho
3515702400;thursday;Corpus Christi
3524428800;sunday;Independência do Brasil
3527452800;sunday;Nossa Sr.a Aparecida - Padroeira do Brasil
3529267200;sunday;Finados
3530390400;saturday;Proclamação da República
3530822400;thursday;Dia Nacional de Zumbi e da Consciência Negra
3533846400;thursday;Natal
3534451200;thursday;Confraternização Universal
3539635200;monday;Carnaval
3539721600;tuesday;Carnaval
3543609600;friday;Paixão de Cristo
3543955200;tuesday;Tiradentes
3544819200;friday;Dia do Trabalho
3548966400;thursday;Corpus Christi
3555964800;monday;Independência do Brasil
3558988800;monday;Nossa Sr.a Aparecida - Padroeira do Brasil
3560803200;monday;Finados
3561926400;sunday;Proclamação da República
3562358400;friday;Dia Nacional de Zumbi e da Consciência Negra
3565382400;friday;Natal
3565987200;friday;Confraternização Universal
3569875200;monday;Carnaval
3569961600;tuesday;Carnaval
3573849600;friday;Paixão de Cristo
3575491200;wednesday;Tiradentes
3576355200;saturday;Dia do Trabalho
3579206400;thursday;Corpus Christi
3587500800;tuesday;Independência do Brasil
3590524800;tuesday;Nossa Sr.a Aparecida - Padroeira do Brasil
3592339200;tuesday;Finados
3593462400;monday;Proclamação da República
3593894400;saturday;Dia Nacional de Zumbi e da Consciência Negra
3596918400;saturday;Natal
3597523200;saturday;Confraternização Universal
3600720000;monday;Carnaval
3600806400;tuesday;Carnaval
3604694400;friday;Paixão de Cristo
3607113600;friday;Tiradentes
3607977600;monday;Dia do Trabalho
3610051200;thursday;Corpus Christi
3619123200;thursday;Independência do Brasil
3622147200;thursday;Nossa Sr.a Aparecida - Padroeira do Brasil
3623961600;thursday;Finados
3625084800;wednesday;Proclamação da República
3625516800;monday;Dia Nacional de Zumbi e da Consciência Negra
3628540800;monday;Natal
3629145600;monday;Confraternização Universal
3633984000;monday;Carnaval
3634070400;tuesday;Carnaval
3637958400;friday;Paixão de Cristo
3638649600;saturday;Tiradentes
3639513600;tuesday;Dia do Trabalho
3643315200;thursday;Corpus Christi
3650659200;friday;Independência do Brasil
3653683200;friday;Nossa Sr.a Aparecida - Padroeira do Brasil
3655497600;friday;Finados
3656620800;thursday;Proclamação da República
3657052800;tuesday;Dia Nacional de Zumbi e da Consciência Negra
3660076800;tuesday;Natal
3660681600;tuesday;Confraternização Universal
3664224000;monday;Carnaval
3664310400;tuesday;Carnaval
3668198400;friday;Paixão de Cristo
3670185600;sunday;Tiradentes
3671049600;wednesday;Dia do Trabalho
3673555200;thursday;Corpus Christi
3682195200;saturday;Independência do Brasil
3685219200;saturday;Nossa Sr.a Aparecida - Padroeira do Brasil
3687033600;saturday;Finados
3688156800;friday;Proclamação da República
3688588800;wednesday;Dia Nacional de Zumbi e da Consciência Negra
3691612800;wednesday;Natal
3692217600;wednesday;Confraternização Universal
3697488000;monday;Carnaval
3697574400;tuesday;Carnaval
3701462400;friday;Paixão de Cristo
3701721600;monday;Tiradentes
3702585600;thursday;Dia do Trabalho
3706819200;thursday;Corpus Christi
3713731200;sunday;Independência do Brasil
3716755200;sunday;Nossa Sr.a Aparecida - Padroeira do Brasil
3718569600;sunday;Finados
3719692800;saturday;Proclamação da República
3720124800;thursday;Dia Nacional de Zumbi e da Consciência Negra
3723148800;thursday;Natal
3723753600;thursday;Confraternização Universal
3728332800;monday;Carnaval
3728419200;tuesday;Carnaval
3732307200;friday;Paixão de Cristo
3733344000;wednesday;Tiradentes
3734208000;saturday;Dia do Trabalho
3737664000;thursday;Corpus Christi
3745353600;tuesday;Independência do Brasil
3748377600;tuesday;Nossa Sr.a Aparecida - Padroeira do Brasil
3750192000;tuesday;Finados
3751315200;monday;Proclamação da República
3751747200;saturday;Dia Nacional de Zumbi e da Consciência Negra
3754771200;saturday;Natal
3755376000;saturday;Confraternização Universal
3759177600;monday;Carnaval
3759264000;tuesday;Carnaval
3763152000;friday;Paixão de Cristo
3764880000;thursday;Tiradentes
3765744000;sunday;Dia do Trabalho
3768508800;thursday;Corpus Christi
3776889600;wednesday;Independência do Brasil
3779913600;wednesday;Nossa Sr.a Aparecida - Padroeira do Brasil
3781728000;wednesday;Finados
3782851200;tuesday;Proclamação da República
3783283200;sunday;Dia Nacional de Zumbi e da Consciência Negra
3786307200;sunday;Natal
3786912000;sunday;Confraternização Universal
3791836800;monday;Carnaval
3791923200;tuesday;Carnaval
3795811200;friday;Paixão de Cristo
3796416000;friday;Tiradentes
3797280000;monday;Dia do Trabalho
3801168000;thursday;Corpus Christi
3808425600;thursday;Independência do Brasil
3811449600;thursday;Nossa Sr.a Aparecida - Padroeira do Brasil
3813264000;thursday;Finados
3814387200;wednesday;Proclamação da República
3814819200;monday;Dia Nacional de Zumbi e da Consciência Negra
3817843200;monday;Natal
3818448000;monday;Confraternização Universal
3822681600;monday;Carnaval
3822768000;tuesday;Carnaval
3826656000;friday;Paixão de Cristo
3827952000;saturday;Tiradentes
3828816000;tuesday;Dia do Trabalho
3832012800;thursday;Corpus Christi
3839961600;friday;Independência do Brasil
3842985600;friday;Nossa Sr.a Aparecida - Padroeira do Brasil
3844800000;friday;Finados
3845923200;thursday;Proclamação da República
3846355200;tuesday;Dia Nacional de Zumbi e da Consciência Negra
3849379200;tuesday;Natal
3849984000;tuesday;Confraternização Universal
3853526400;monday;Carnaval
3853612800;tuesday;Carnaval
3857500800;friday;Paixão de Cristo
3859574400;monday;Tiradentes
3860438400;thursday;Dia do Trabalho
3862857600;thursday;Corpus Christi
3871584000;sunday;Independência do Brasil
3874608000;sunday;Nossa Sr.a Aparecida - Padroeira do Brasil
3876422400;sunday;Finados
3877545600;saturday;Proclamação da República
3877977600;thursday;Dia Nacional de Zumbi e da Consciência Negra
3881001600;thursday;Natal
3881606400;thursday;Confraternização Universal
3886185600;monday;Carnaval
3886272000;tuesday;Carnaval
3890160000;friday;Paixão de Cristo
3891110400;tuesday;Tiradentes
3891974400;friday;Dia do Trabalho
3895516800;thursday;Corpus Christi
3903120000;monday;Independência do Brasil
3906144000;monday;Nossa Sr.a Aparecida - Padroeira do Brasil
3907958400;monday;Finados
3909081600;sunday;Proclamação da República
3909513600;friday;Dia Nacional de Zumbi e da Consciência Negra
3912537600;friday;Natal
3913142400;friday;Confraternização Universal
3917030400;monday;Carnaval
3917116800;tuesday;Carnaval
3921004800;friday;Paixão de Cristo
3922646400;wednesday;Tiradentes
3923510400;saturday;Dia do Trabalho
3926361600;thursday;Corpus Christi
3934656000;tuesday;Independência do Brasil
3937680000;tuesday;Nossa Sr.a Aparecida - Padroeira do Brasil
3939494400;tuesday;Finados
3940617600;monday;Proclamação da República
3941049600;saturday;Dia Nacional de Zumbi e da Consciência Negra
3944073600;saturday;Natal
3944678400;saturday;Confraternização Universal
3950294400;monday;Carnaval
3950380800;tuesday;Carnaval
3954182400;thursday;Tiradentes
3954268800;friday;Paixão de Cristo
3955046400;sunday;Dia do Trabalho
3959625600;thursday;Corpus Christi
3966192000;wednesday;Independência do Brasil
3969216000;wednesday;Nossa Sr.a Aparecida - Padroeira do Brasil
3971030400;wednesday;Finados
3972153600;tuesday;Proclamação da República
3972585600;sunday;Dia Nacional de Zumbi e da Consciência Negra
3975609600;sunday;Natal
3976214400;sunday;Confraternização Universal
3981139200;monday;Carnaval
3981225600;tuesday;Carnaval
3985113600;friday;Paixão de Cristo
3985804800;saturday;Tiradentes
3986668800;tuesday;Dia do Trabalho
3990470400;thursday;Corpus Christi
3997814400;friday;Independência do Brasil
4000838400;friday;Nossa Sr.a Aparecida - Padroeira do Brasil
4002652800;friday;Finados
4003776000;thursday;Proclamação da República
4004208000;tuesday;Dia Nacional de Zumbi e da Consciência Negra
4007232000;tuesday;Natal
4007836800;tuesday;Confraternização Universal
4011379200;monday;Carnaval
4011465600;tuesday;Carnaval
4015353600;friday;Paixão de Cristo
4017340800;sunday;Tiradentes
4018204800;wednesday;Dia do Trabalho
4020710400;thursday;Corpus Christi
4029350400;saturday;Independência do Brasil
4032374400;saturday;Nossa Sr.a Aparecida - Padroeira do Brasil
4034188800;saturday;Finados
4035312000;friday;Proclamação da República
4035744000;wednesday;Dia Nacional de Zumbi e da Consciência Negra
4038768000;wednesday;Natal
4039372800;wednesday;Confraternização Universal
4044643200;monday;Carnaval
4044729600;tuesday;Carnaval
4048617600;friday;Paixão de Cristo
4048876800;monday;Tiradentes
4049740800;thursday;Dia do Trabalho
4053974400;thursday;Corpus Christi
4060886400;sunday;Independência do Brasil
4063910400;sunday;Nossa Sr.a Aparecida - Padroeira do Brasil
4065724800;sunday;Finados
4066848000;saturday;Proclamação da República
4067280000;thursday;Dia Nacional de Zumbi e da Consciência Negra
4070304000;thursday;Natal
4070908800;thursday;Confraternização Universal 
4075488000;monday;Carnaval
4075574400;tuesday;Carnaval
4079462400;friday;Paixão de Cristo
4080412800;tuesday;Tiradentes
4081276800;friday;Dia do Trabalho
4084819200;thursday;Corpus Christi
4092422400;monday;Independência do Brasil
4095446400;monday;Nossa Sr.a Aparecida - Padroeira do Brasil
4097260800;monday;Finados
4098384000;sunday;Proclamação da República
4098816000;friday;Dia Nacional de Zumbi e da Consciência Negra
